From: https://tlr.nielsen.com/tlr/public/ratingsDisplay.do?method=loadRatingsForMarket,,,,,,,
City,State,Subscriber, Format,16-Sep, OCT 16, NOV 16, DEC 16
Sacramento,CA,KDND-FM,Pop Contemporary Hit Radio,4.7,4.4,4.4,
Sacramento,CA,KSTE-AM,News Talk Information,3.9,4,3.9,
Sacramento,CA,KZZO-FM,Hot Adult Contemporary,4.5,4.3,3.6,
Sacramento,CA,KHYL-FM,Urban Adult Contemporary,2.9,3.2,3.4,
Sacramento,CA,KSFM-FM,Rhythmic Contemporary Hit Radio,3,3.1,3,
Sacramento,CA,KBEB-FM,Country,3.2,3.8,2.8,
Sacramento,CA,KQJK-FM,Adult Hits,3,2.8,2.8,
Sacramento,CA,KUDL-FM,Hot Adult Contemporary,2.7,2.4,2.7,
Sacramento,CA,KKDO-FM,Alternative,2.7,2.9,2.5,
Sacramento,CA,KXSE-FM,Spanish Adult Hits,2.3,2.1,2.5,
Sacramento,CA,KHHM-FM,Rhythmic Contemporary Hit Radio,2.2,2.2,2.3,
Sacramento,CA,KNTY-FM,Country,2.1,2.3,2.3,
Sacramento,CA,KGRB-FM,Mexican Regional,1.7,1.1,1.6,
Sacramento,CA,KRCX-FM,Mexican Regional,1.2,1.4,1.6,
Sacramento,CA,KHTK-AM,All Sports,1.4,1.7,1.4,
Sacramento,CA,KIFM-AM,All Sports,0.8,0.8,1.4,
Sacramento,CA,KXPR-FM,Classical,0.9,1.4,1.3,
Sacramento,CA,KLVB-FM,Contemporary Christian,1.9,1.5,1.2,
Sacramento,CA,KCAI-FM,Contemporary Christian,1,0.7,0.5,
Sacramento,CA,KMJE-FM,Spanish Contemporary,0.3,0.3,0.4,
Sacramento,CA,KQEI-FM,News Talk Information,0.4,0.4,0.4,
Sacramento,CA,KARA-FM,Contemporary Christian,0.3,0.4,0.3,
Sacramento,CA,KLMG-FM,Spanish Contemporary,0.5,0.3,0.3,
Sacramento,CA,KMJE-AM,Mexican Regional,0.4,0.5,0.3,
Sacramento,CA,KQED-FM,News Talk Information,0.1,0.1,0.2,
Sacramento,CA,KQJK-FM HD2,Classic Rock,0.1,0.1,0.2,
Salt Lake City,UT,KSFI-FM,Adult Contemporary,7,7.3,7.3,
Salt Lake City,UT,KSL-AM,News Talk Information,6.1,8.1,7.2,
Salt Lake City,UT,KBZN-FM,Hot Adult Contemporary,7.1,6.9,7.1,
Salt Lake City,UT,KRSP-FM,Classic Hits,6.2,6.6,6.8,
Salt Lake City,UT,KZHT-FM,Pop Contemporary Hit Radio,6.6,6.2,6.4,
Salt Lake City,UT,KNRS-FM,News Talk Information,4.6,4.7,4.9,
Salt Lake City,UT,KODJ-FM,Classic Hits,4.6,4.5,4.8,
Salt Lake City,UT,KUBL-FM,Country,5.2,4.8,4.6,
Salt Lake City,UT,KSOP-FM,Country,4.9,4.9,4.3,
Salt Lake City,UT,KUDD-FM,Pop Contemporary Hit Radio,4.2,4,3.8,
Salt Lake City,UT,KUER-FM,News Talk Information,2.7,2.7,3.3,
Salt Lake City,UT,KJMY-FM,Hot Adult Contemporary,3.2,3,3.1,
Salt Lake City,UT,KXRK-FM,Alternative,3.3,3.1,3.1,
Salt Lake City,UT,KAAZ-FM,Classic Rock,2.7,2.4,2.7,
Salt Lake City,UT,KBEE-FM,Adult Contemporary,2.7,2.7,2.7,
Salt Lake City,UT,KBYU-FM,Classical,2.1,2.5,2.5,
Salt Lake City,UT,KUUU-FM,Rhythmic Contemporary Hit Radio,2.2,2,2.2,
Salt Lake City,UT,KHTB-FM,Alternative,2.5,2.1,2.1,
Salt Lake City,UT,KBER-FM,Classic Rock,2,1.9,1.8,
Salt Lake City,UT,KYMV-FM,Adult Hits,1.8,2,1.6,
Salt Lake City,UT,KEGA-FM,Country,1.5,1.8,1.4,
Salt Lake City,UT,KDUT-FM,Mexican Regional,0.8,1.3,1.3,
Salt Lake City,UT,KRCL-FM,Album Adult Alternative,0.9,1,1.3,
Salt Lake City,UT,KSOP-AM,Classic Country,1.2,1.3,1.2,
Salt Lake City,UT,KALL-AM,All Sports,0.8,0.9,1.1,
Salt Lake City,UT,KBMG-FM,Spanish Contemporary,0.6,0.9,1.1,
Salt Lake City,UT,KSQN-FM,Alternative,1.1,1.4,1.1,
Salt Lake City,UT,KZNS-AM,All Sports,0.5,0.7,0.8,
Salt Lake City,UT,KZNS-FM,All Sports,0.8,0.7,0.8,
Salt Lake City,UT,KFNZ-AM,All Sports,0.5,0.4,0.4,
Salt Lake City,UT,KCPW-FM,News Talk Information,0.2,0.2,0.3,
Salt Lake City,UT,KLO-AM,News Talk Information,0.2,0.1,0.2,
Salt Lake City,UT,KJMY-FM HD2,Pop Contemporary Hit Radio,0.5,*,*,
Salt Lake City,UT,KKAT-AM,News Talk Information,0.2,0.2,*,
San Antonio,TX,KONO-FM,Classic Hits,8.3,7.3,8.2,
San Antonio,TX,KCYY-FM,Country,7.2,7.5,7.1,
San Antonio,TX,KISS-FM,Active Rock,5.6,5.8,5.7,
San Antonio,TX,KAJA-FM,Country,6.1,5.5,5.6,
San Antonio,TX,KROM-FM,Mexican Regional,5.4,5.8,5.2,
San Antonio,TX,KQXT-FM,Adult Contemporary,5.5,5.3,4.8,
San Antonio,TX,WOAI-AM,News Talk Information,4.2,4.3,4.8,
San Antonio,TX,KSMG-FM,Hot Adult Contemporary,4.7,4.5,4.6,
San Antonio,TX,KBBT-FM,Rhythmic Contemporary Hit Radio,4.4,4,4.5,
San Antonio,TX,KJXK-FM,Adult Hits,4.6,4,4.5,
San Antonio,TX,KXXM-FM,Pop Contemporary Hit Radio,4.4,4.4,4.4,
San Antonio,TX,KTKX-FM,Classic Rock,3.8,3.8,3.8,
San Antonio,TX,KXTN-FM,Tejano,3.4,3.1,3.1,
San Antonio,TX,KSAH-FM,Mexican Regional,2.2,3.4,2.9,
San Antonio,TX,KMYO-FM,Rhythmic Contemporary Hit Radio,1.8,2,2.8,
San Antonio,TX,KTFM-FM,Pop Contemporary Hit Radio,2.8,2.7,2.6,
San Antonio,TX,KSTX-FM,News Talk Information,2.1,2.1,2.4,
San Antonio,TX,KQXT-FM HD3,Spanish Adult Hits,1.7,2.1,1.9,
San Antonio,TX,KZEP-FM,Rhythmic AC,2.1,1.9,1.6,
San Antonio,TX,KTSA-AM,News Talk Information,1.4,1.5,1.5,
San Antonio,TX,KKYX-AM,Classic Country,1.4,1.2,1.3,
San Antonio,TX,KZAR-FM,Contemporary Christian,1.3,1.8,1.3,
San Antonio,TX,KLEY-FM,Mexican Regional,1.3,1.2,1,
San Antonio,TX,KPAC-FM,Classical,0.9,0.7,0.9,
San Antonio,TX,KTKR-AM,All Sports,0.6,0.8,0.8,
San Antonio,TX,KZDC-AM,All Sports,0.5,0.5,0.5,
San Antonio,TX,KCOR-AM,Spanish Contemporary Christian,0.5,0.5,0.4,
San Antonio,TX,KRPT-FM,Classic Country,0.5,0.2,0.3,
San Antonio,TX,KONO-AM,All Sports,0.1,0.1,0.2,
San Diego,CA,KXSN-FM,Adult Contemporary,,5.8,5.9,5.5
San Diego,CA,KOGO-AM,News Talk Information,,3.8,4.5,5.2
San Diego,CA,KPBS-FM,News Talk Information,,4.7,4.6,5
San Diego,CA,KHTS-FM,Pop Contemporary Hit Radio,,5.1,5.7,4.9
San Diego,CA,KMYI-FM,Hot Adult Contemporary,,5.9,5.6,4.8
San Diego,CA,XHTZ-FM,Pop Contemporary Hit Radio,,4.4,4.9,4.8
San Diego,CA,KSON-FM,Country,,4.4,4.8,4.6
San Diego,CA,XHRM-FM,Rhythmic AC,,4.3,4.1,4.6
San Diego,CA,KYXY-FM,Adult Contemporary,,4.3,4.5,4.5
San Diego,CA,KLQV-FM,Spanish Adult Hits,,5.3,4.5,4.2
San Diego,CA,KLNV-FM,Mexican Regional,,3.9,4,3.9
San Diego,CA,KGB-FM,Classic Rock,,3.4,3.3,3.8
San Diego,CA,XLTN-FM,Spanish Contemporary,,3.4,3.6,3.7
San Diego,CA,KIOZ-FM,Active Rock,,4.3,3.9,3.4
San Diego,CA,KEGY-FM,Pop Contemporary Hit Radio,,2.8,2.6,2.7
San Diego,CA,KSSX-FM,Rhythmic Contemporary Hit Radio,,2.7,2.7,2.6
San Diego,CA,KFMB-FM,Mainstream Rock,,2.9,2.6,2.4
San Diego,CA,KBZT-FM,Alternative,,2.1,2.2,2.3
San Diego,CA,KFMB-AM,News Talk Information,,2,2.1,2.3
San Diego,CA,XPRS-FM,Classic Hits,,1.9,2.1,2.3
San Diego,CA,XTRA-FM,Alternative,,2.1,1.9,2.1
San Diego,CA,XPRS-AM,All Sports,,1.7,1.4,1.3
San Diego,CA,XHFG-FM,Spanish Contemporary,,0.7,0.9,1.1
San Diego,CA,XHTY-FM,Mexican Regional,,0.8,0.6,0.9
San Diego,CA,KLSD-AM,All Sports,,1,1,0.7
San Diego,CA,KSDS-FM,Jazz,,0.4,0.5,0.6
San Diego,CA,XEPE-AM,All Sports,,0.1,0.2,0.3
San Diego,CA,XHA-FM,Mexican Regional,,0.3,0.2,0.3
San Diego,CA,XGLX-FM,Spanish Contemporary,,0.2,0.2,0.2
San Diego,CA,XOCL-FM,Spanish Adult Hits,,0.3,0.3,0.2
San Diego,CA,XEMO-AM,Mexican Regional,,0.1,*,*
San Diego,CA,XTIM-FM,Mexican Regional,,0.1,*,*
San Fransisco,CA,KQED-FM,News Talk Information,,5.9,6.9,7.1
San Fransisco,CA,KCBS-AM,All News,,6.1,6.1,6.7
San Fransisco,CA,KOIT-FM,Adult Contemporary,,3.8,3.4,4.8
San Fransisco,CA,KISQ-FM,Soft Adult Contemporary,,3.7,4,4.3
San Fransisco,CA,KMVQ-FM,Pop Contemporary Hit Radio,,4.2,4.1,4.1
San Fransisco,CA,KYLD-FM,Pop Contemporary Hit Radio,,3.6,3.6,3.9
San Fransisco,CA,KNBR-AM,All Sports,,5.7,5,3.5
San Fransisco,CA,KIOI-FM,Adult Contemporary,,3.7,3.5,3.3
San Fransisco,CA,KLLC-FM,Hot Adult Contemporary,,3.3,3.3,3.2
San Fransisco,CA,KBRG-FM,Spanish Adult Hits,,3.2,3.1,3
San Fransisco,CA,KMEL-FM,Rhythmic Contemporary Hit Radio,,3.3,3,2.9
San Fransisco,CA,KSOL-FM,Mexican Regional,,2.9,3.3,2.8
San Fransisco,CA,KRBQ-FM,Rhythmic AC,,2.7,2.6,2.5
San Fransisco,CA,KSFO-AM,News Talk Information,,2.6,3.1,2.5
San Fransisco,CA,KOSF-FM,80's Hits,,2.8,2.9,2.2
San Fransisco,CA,KSAN-FM,Classic Rock,,2.1,2.4,2.2
San Fransisco,CA,KFOG-FM,Album Adult Alternative,,1.9,2,2.1
San Fransisco,CA,KBAY-FM,Adult Contemporary,,1.3,1.5,2
San Fransisco,CA,KDFC-FM,Classical,,1.8,1.8,2
San Fransisco,CA,KGO-AM,News Talk Information,,1.9,1.9,2
San Fransisco,CA,KRZZ-FM,Mexican Regional,,2.2,1.6,1.9
San Fransisco,CA,KBLX-FM,Urban Adult Contemporary,,1.6,1.8,1.8
San Fransisco,CA,KGMZ-FM,All Sports,,1.4,1.4,1.6
San Fransisco,CA,KITS-FM,Alternative,,1.6,1.5,1.5
San Fransisco,CA,KEZR-FM,Hot Adult Contemporary,,1.3,1.5,1.4
San Fransisco,CA,KUFX-FM,Classic Rock,,1.3,1.3,1.3
San Fransisco,CA,KALW-FM,News Talk Information,,0.8,0.9,1
San Fransisco,CA,KUIC-FM,Adult Contemporary,,1,1.2,1
San Fransisco,CA,KKIQ-FM,Adult Contemporary,,0.7,0.7,0.8
San Fransisco,CA,KKDV-FM,Adult Contemporary,,0.3,0.3,0.4
San Fransisco,CA,KTCT-AM,All Sports,,0.4,0.7,0.4
San Fransisco,CA,KNEW-AM,Talk/Personality,,*,*,0.1
San Fransisco,CA,KSJO-FM,World Ethnic,,0.1,0.1,0.1
Seattle,WA,KQMV-FM,Pop Contemporary Hit Radio,,6.9,8,7.1
Seattle,WA,KRWM-FM,Adult Contemporary,,4.3,4.4,6.7
Seattle,WA,KIRO-FM,News Talk Information,,5.7,5.5,5.5
Seattle,WA,KUOW-FM,News Talk Information,,5.5,5.2,5.3
Seattle,WA,KJR-FM,Classic Hits,,4.4,4.7,4.8
Seattle,WA,KZOK-FM,Classic Rock,,4.6,4.1,4.1
Seattle,WA,KMPS-FM,Country,,3.4,4.1,4
Seattle,WA,KBKS-FM,Hot Adult Contemporary,,3.3,3.7,3.7
Seattle,WA,KOMO-AM,All News,,3,3.6,3.7
Seattle,WA,KISW-FM,Active Rock,,3.9,3.6,3.6
Seattle,WA,KNKX-FM,Variety,,3.3,3.9,3.5
Seattle,WA,KPLZ-FM,Hot Adult Contemporary,,3.6,3.3,3.4
Seattle,WA,KCMS-FM,Christian Adult Contemporary,,2.6,3,3.1
Seattle,WA,KJAQ-FM,Adult Hits,,3.5,3,3.1
Seattle,WA,KNDD-FM,Alternative,,3.1,3.1,3
Seattle,WA,KIRO-AM,All Sports,,3.5,3,2.9
Seattle,WA,KPWK-FM,Pop Contemporary Hit Radio,,3.1,3,2.9
Seattle,WA,KHTP-FM,Rhythmic AC,,3.4,3.4,2.8
Seattle,WA,KKWF-FM,Country,,3.2,3,2.8
Seattle,WA,KTTH-AM,Talk/Personality,,2.2,2.1,2.4
Seattle,WA,KVI-AM,Talk/Personality,,2.5,2.6,2.3
Seattle,WA,KJR-AM,All Sports,,2.2,2.3,2.2
Seattle,WA,KVRQ-FM,Mainstream Rock,,3.4,2.2,2.1
Seattle,WA,KING-FM,Classical,,1.5,1.4,1.6
Seattle,WA,KEXP-FM,Alternative,,1.1,1,1
Seattle,WA,KNHC-FM,Rhythmic Contemporary Hit Radio,,0.6,0.8,1
Seattle,WA,KIXI-AM,Adult Standards/MOR,,0.9,1,0.9
Seattle,WA,KBCS-FM,Variety,,0.7,0.7,0.7
Seattle,WA,KUBE-FM,Rhythmic Contemporary Hit Radio,,1,0.8,0.7
Seattle,WA,KFOO-FM,Alternative,,0.8,0.8,0.6
Seattle,WA,KFNQ-AM,All Sports,,0.2,0.2,0.2
Seattle,WA,KHHO-AM,All Sports,,0.3,0.2,0.2
Seattle,WA,KVTI-FM,Classical,,0.1,0.1,0.1
Seattle,WA,KWPZ-FM,Contemporary Christian,,0.1,0.1,0.1
St. Louis,MO,WARH-FM,Adult Hits,,6.3,6.7,7.6
St. Louis,MO,WFUN-FM,Urban Adult Contemporary,,4.6,5.7,6.7
St. Louis,MO,KYKY-FM,Hot Adult Contemporary,,6.1,6.1,6.6
St. Louis,MO,KSHE-FM,Classic Rock,,7.7,8.6,6.5
St. Louis,MO,KLOU-FM,Classic Hits,,6.9,7.7,6.1
St. Louis,MO,KEZK-FM,Adult Contemporary,,4.6,4.9,5.8
St. Louis,MO,KWMU-FM,News Talk Information,,4.6,4.8,5.4
St. Louis,MO,WHHL-FM,Urban Contemporary,,5.8,4.7,5.4
St. Louis,MO,WIL-FM,Country,,5.9,5.5,4.9
St. Louis,MO,KMOX-AM,News Talk Information,,6.8,4.9,4.6
St. Louis,MO,KPNT-FM,Alternative,,5.6,5.2,4.6
St. Louis,MO,KLJY-FM,Christian Adult Contemporary,,4.8,4.8,4.4
St. Louis,MO,KSLZ-FM,Pop Contemporary Hit Radio,,4.7,4.7,4.4
St. Louis,MO,KFTK-FM,News Talk Information,,3.1,3.3,4.2
St. Louis,MO,KSD-FM,New Country,,3.6,3.6,3.9
St. Louis,MO,KNOU-FM,Pop Contemporary Hit Radio,,3.5,3.7,3.8
St. Louis,MO,WXOS-FM,All Sports,,3.3,3.8,2.9
St. Louis,MO,KMJM-FM,Urban Adult Contemporary,,2.1,2.2,2.1
St. Louis,MO,KLLT-FM+,Alternative,,1.6,1.4,2
St. Louis,MO,KATZ-AM,Gospel,,0.2,0.3,0.2
St. Louis,MO,KLJY-FM HD2,Rhythmic Contemporary Hit Radio,,0.3,*,*
Tampa,FL,WDUV-FM,Soft Adult Contemporary,,9.5,9.4,9.3
Tampa,FL,WXGL-FM,Classic Hits,,6.1,6.2,6.5
Tampa,FL,WBTP-FM,Urban Contemporary,,6,6.3,5.8
Tampa,FL,WFUS-FM,Country,,4.8,5.1,5.3
Tampa,FL,WWRM-FM,Adult Contemporary,,5.3,4.9,5.1
Tampa,FL,WPOI-FM,Pop Contemporary Hit Radio,,4.2,5.1,5
Tampa,FL,WFLZ-FM,Pop Contemporary Hit Radio,,4.5,4.3,4.4
Tampa,FL,WQYK-FM,Country,,5,5.5,4.4
Tampa,FL,WRBQ-FM,Classic Hits,,5.1,4,4.4
Tampa,FL,WCIE-FM,Contemporary Christian,,3.8,4.1,4.3
Tampa,FL,WUSF-FM,News Talk Information,,3.9,4.1,3.9
Tampa,FL,WYUU-FM,Spanish Contemporary,,3.9,4.4,3.9
Tampa,FL,WLLD-FM,Rhythmic Contemporary Hit Radio,,3.9,3.7,3.7
Tampa,FL,WMTX-FM,Adult Contemporary,,3.3,3.3,3.4
Tampa,FL,WFLA-AM,News Talk Information,,3,3.3,3.3
Tampa,FL,WXTB-FM,Active Rock,,3.4,2.9,2.9
Tampa,FL,WDAE-AM,All Sports,,3.8,3.1,2.6
Tampa,FL,WHPT-FM,News Talk Information,,2.7,2.8,2.5
Tampa,FL,WSUN-FM,Alternative,,2.1,2,2
Tampa,FL,WBRN-FM,Classic Rock,,1.3,1.2,1.2
Tampa,FL,WBVM-FM,Contemporary Christian,,0.7,0.7,0.8
Tampa,FL,WKES-FM,Religious,,1,1.2,0.8
Tampa,FL,WMTX-FM HD2,Classic Rock,,0.7,0.9,0.8
Tampa,FL,WMNF-FM,Variety,,0.7,0.6,0.5
Tampa,FL,WHFS-AM,News Talk Information,,0.1,0.1,0.1
Tampa,FL,WHNZ-AM,News Talk Information,,0.1,*,0.1
Tampa,FL,WJIS-FM,Contemporary Christian,,0.1,0.1,0.1
Tampa,FL,WSMR-FM,Classical,,0.1,*,0.1
Washington ,DC,WAMU-FM,News Talk Information,,9.6,10,11.5
Washington ,DC,WTOP-FM,All News,,9.2,9.4,9.4
Washington ,DC,WASH-FM,Adult Contemporary,,4.5,4.9,5.9
Washington ,DC,WHUR-FM,Urban Adult Contemporary,,5.7,5.9,5.6
Washington ,DC,WPRS-FM,Contemporary Inspirational,,4.6,4.9,5.1
Washington ,DC,WIHT-FM,Pop Contemporary Hit Radio,,5.3,5.2,4.6
Washington ,DC,WBIG-FM,Classic Rock,,4,4.4,4.2
Washington ,DC,WMAL-FM,News Talk Information,,4,4.1,4.2
Washington ,DC,WPGC-FM,Rhythmic Contemporary Hit Radio,,3.8,4.2,4
Washington ,DC,WMMJ-FM,Urban Adult Contemporary,,4.7,4.3,3.8
Washington ,DC,WIAD-FM,Hot Adult Contemporary,,3.7,3.5,3.7
Washington ,DC,WKYS-FM,Urban Contemporary,,3.9,3.7,3.3
Washington ,DC,WGTS-FM,Contemporary Christian,,2.8,2.7,2.9
Washington ,DC,WMZQ-FM,Country,,2.9,3.2,2.9
Washington ,DC,WWDC-FM,Alternative,,2.5,2.7,2.7
Washington ,DC,WRQX-FM,Hot Adult Contemporary,,2.9,2.4,2.5
Washington ,DC,WLZL-FM,Spanish Hot Adult Contemporary,,1.5,1.4,2
Washington ,DC,WETA-FM,Classical,,3.1,2,1.8
Washington ,DC,WJFK-FM,All Sports,,2.9,2.7,1.8
Washington ,DC,WTEM-AM,All Sports,,2.3,2.4,1.8
Washington ,DC,WFLS-FM,Country,,0.4,0.6,0.6
Washington ,DC,WOL-AM,News Talk Information,,0.5,0.5,0.4
Washington ,DC,WFED-AM,News Talk Information,,*,0.1,0.1
Washington ,DC,WAMU-FM HD2,Other,,*,0.1,*
Washington ,DC,WSPZ-AM,All Sports,,0.2,0.2,*
Washington ,DC,WVBX-FM,Rhythmic Contemporary Hit Radio,,0.1,0.1,*
